source,target,path_length
zPu9g-LReKQ,EK1KeJEnMqA,40
jtfMmiAXIa8,K__Mh-NgjYk,29
HpZpf9d8P2o,eGShvvKlan4,7
aLBZeUaQ9zI,f9T-PqvLsfI,26
kLlL47_vKk0,3PgzrrryB84,1000
bozdP13jv0c,56bamYOIj1Y,1000
0pcjMg879d0,FJxQzqdCNgA,53
bjr3_-RusSk,zvnjOWmBXM4,33
trZWH-NvRRE,9Uq-B_fBK_g,1000
w6Jz5QeMig8,M2O6P8Dn4hM,1000
0PhwLB93RGA,oB6eZap-Qug,59
iW20op2vcWI,mcwF0c4dwSE,9
hHDgynKpUg0,7zNyN-R7QoQ,43
sZL8rNr7xSk,uWnKAr5yJtU,1000
LqPavn_qsMI,4Lx_E2yzcwg,36
lyjq9RJ-_yM,FYsWfLl6Nuo,8
P8SPeR60lRI,8RKa6384EI8,1000
-kR-6dxaexo,5242CbFqnGI,1000
YtmGrR0tR7E,9HUJGk6ffeY,31
63O-XqB4YgY,vogu2JBv668,8
I-TUQAjbDZQ,c5LBnoTipZY,56
5AiqS4vMaUc,Uhj724k2Trc,1000
U57VqWLUMzQ,zcCWHEmH6Lo,5
34RGjnTIi7w,spD0tapC0fg,10
2T4BsnXmJaI,LqJ9rGDRKxQ,26
XBAxW6lNx0Q,ww4P9iUwhCE,6
dIpKJEquq8Y,MmoDBb9ahCU,1000
qSuL0ms1EV4,-gy26i2FpbA,2
VgGeDp850sQ,aLRzn-KrTxg,1000
YDcF9Q4wde4,3c0qMD3ykp4,1000
fMLVrtaIvU8,RXa3NwRD5Es,57
Ubon06bC0Dw,-OZoq6LaZNQ,41
EgbMCwS3sK0,xr9ZGx79na8,1000
0zVPL1OcBhQ,yOh_4hG8gJw,46
ZmTdRLrKNZA,OjKI4tFtRTU,3
4JBQ-02aGQ4,RXGuWQEmJAY,34
avi0Zgjp2_8,lF_b3ZEhVzY,4
9lVSub2wsys,KAZgRapJ7gg,46
sixZw_oHBCw,bVeHqRzSWUs,39
iQ0w9br8Hfo,JhSlfgzZros,11
cghVvyfeeno,lk06NYRUJpI,9
W6Mu5MnGwXU,SgsWAyMvguU,54
Jzvdm3_qfxk,1vj05Ngiy30,5
UqpuG-uLx9s,SrKL0rbdbEM,32
xoxIUzGlzxc,F5kyLFGSKF8,58
Wf90AQYTQJ4,HHOyeddj6I0,15
dISwfHhbqgM,_X9alUwiBEE,1000
DqsELKFGIqc,R2mFPidwahk,7
tf3DpmPbZ64,JVCitCV4-_I,34
88XlBGAWzuA,dEurKFr6Bjc,4
768OvT0lN18,lnu0G0wejUU,12
pcmvSB30tCw,V5aNEYGE0wU,1000
budnuGQI76Q,npA40h2E-84,34
7kLQHRVeiMU,CuYF0onYC9k,1000
F0kw3xctLII,dVG1BFArJS0,53
Ip_7Ck-FSOs,Kk0cGwyzqvQ,1000
GChRY49jGRY,TjhEebKUVI4,5
vjnc6SohJYQ,9Bj9p2ZSuJQ,2
nVxZXd1E6wk,3B2qW5FWBSw,45
ejPUALKGOn8,4h1ESUz2H3E,32
TZaj4btA99M,pFgKP5fDRi4,26
wOTW1FHTEoI,W4smNUfLAoA,5
Lamac75mnns,PYd1_n52lTA,60
xV2tFdYBFgY,sefTWBwTahw,11
qRnY1myum-c,23knylWb-hg,3
uIOil3tNFaU,gqChZNWMBJE,1000
pegXSFF-mus,ndzBcUkBfP0,30
vThQX_jqf5k,Cf9eH08KwpI,56
SxP7FV8cQCM,tZWEg4icQNU,9
BiN3OAWQb-s,XdNXFgEQEfI,4
bQvjNRIsyDM,x_o6A2m8LO0,57
8V0VK4g1pww,42Ac-41Br_k,28
DJ_FgL5l1og,i1GobCzlbbM,1000
XvH-9S50DRM,47N5Zx8h4bg,1000
UfDyAV3vIiI,B9Ztxb4aQtc,41
OhWLs_p02Fg,m1p2Ywvwfj0,57
ce8J6krOci0,Fft3IKabnCg,1000
FtNreFJYCpo,ea26g2vAr0I,46
jMKyGidpzOQ,da2POgAJeAA,19
rq5pTp_BdM4,Db5kB-J2KNg,1000
QuBWEfIVk8g,fsr_lOv7A3c,36
LVzmcDG31jc,QdvLqQBeXpY,51
SHElGC9xN8E,6Zwr8Txqh1U,7
Q1LmZLBOe-c,LlKPoiYplv0,6
G3gQwF89308,J-0BfY0MUZU,5
qeI18CwsAlg,1Gpq_hK-8jo,66
xo9HWqa_hQU,0Z8smLYNdoE,39
4HfPCETrmx8,n1eZKe3JcxA,30
EwP_t07_j_0,-rAnsqj5-UE,9
ePRlxk1jsvk,sTlZJBIoX7U,62
qfeXdMasT5s,cO-fisg2TNo,13
622eypjfgeQ,mDiBOF8XI44,6
wwmr25dMKyA,u0LvedL-XAU,2
jydNRQbYY0g,X3p2yiscNIg,29
3hlTbU0_4AM,By7V1NCp6Pg,47
rNNcMDZn2Qk,YWNXW8gOp4s,32
D1R-jKKp3NA,upzKj-1HaKw,14
F7pZVCrJ0fY,WqJTMTFhe6U,1000
RA4uVHOcLXU,UcahWxEoQyk,14
QL_Yu2P6ppc,42ZkeV23Fl8,10
hGl341hua1E,oekYqamByD4,4
q4zKaOU21rA,OMCe5EG4seQ,1000
8iNKZl6OVhA,etww_CGp_wo,42
1OEF3Q-ch3s,Pc_4aoIRiPg,44
w3-EU_F-RXg,XLbbEMbGZsQ,31
8BDQ6mQzOKQ,j2BSQNWW0Bw,1000
Rmro5X2I13E,rUx_CeXWBo4,16
orK0xrc8kWA,26K6HU6Cz_E,16
WTRxdGK8hgg,mZULLBYn8p8,53
vJAatFgEKRI,uA6M5cFakt8,46
HbufA5RdfIQ,irV344i0Yb4,52
qs7tqSv-hgc,FqhFpoM_hU4,17
lEvNk20ZWyk,t8Lk0YV1Loc,37
z4cvTWQ024g,FLHnb_floA4,37
hXzSXs0PMO4,DXU6CyROhCs,1000
hYvKEHj6ckQ,YcdGqgwSPWA,8
l38oEJwAb1Q,IOdqVtA55Mg,28
-k9E6HWT2Ug,q6tlYwSsnRY,59
SP6hk7jXMko,GBVmktXA0Io,1000
iGz10ZJEoBc,TmPT70kg-XQ,1000
ueMyww1I-Jg,h9JWcxke970,1000
fpJcuivFuow,F6dCGC7zRiM,13
dwi3_ynMgDM,XV3zcKG9F9g,1000
E-xr_5dsR0I,DXU6CyROhCs,1000
NIkrgg7ULOU,HaM6DeNby5w,5
l-6WakV0kWM,gkhmyq6oX_c,22
OVFDO44mrqM,t2LS4gKg9EA,1000
LgKQ478q2IQ,cYmBAMUY_HQ,35
68pD3V8nuvQ,02RrwlN82Jc,26
zCovbzKUYdo,6hCRj2s9Iv8,27
2boyVla1MFY,Mq_7TaP1adI,1000
RxmYUOVMbxM,H67oBYzNLSI,6
pzyViic_QWE,SUZnHpkyCp4,19
4N8z6oRQrC0,PX-ucN4oRSg,54
vjdVc4Y54Vc,l24spOn_HyY,49
DRKkmUDNciE,c1U1HSl6ptE,47
ptHdA6cid7s,n2_Dr6LbihM,32
J5QJQLlmMNU,E1lhLW1UDOs,7
jnE86s1toLk,ToE9fyHKGeQ,9
VNQx0dEZhD4,NdK8QBG-YiE,1000
1aBkkQgexbI,zI5ZlewO9oc,9
oqCgwVrBPGw,b2W266QMKd4,31
sSCkw8MyNxM,5VYRxYHIndI,33
PRHpC54NAeY,Wj13yqLE4ug,46
PqSh0_40KAQ,D_MpY6LUE6E,36
BfR7iz2UqZY,ZPG31G6SMKs,28
9WlLSCEIMEA,eqAfWvhDN8s,31
KSlD75IGIcU,rRssUPm6jvM,1000
y8cOqEptiXo,ScRj2joh850,36
IlYdF_aMn1A,8X4y_91Dhsg,4
R5uDtx4fdHM,-Ej7Jaqv7qo,1000
DUSlGykPveY,M6E6W7s8nK4,50
RWuwhdPTgHw,5AXY_Kw-TTI,46
1hX1LxXwdl8,lwmpdFJijn8,19
VGyvwVnAeKE,-q6VJ-l-PwI,19
42ZkeV23Fl8,7gIg_7Lkd-Y,1000
rXw9V4hcTA0,lvYbbizKgDA,63
xAk1rcBlB7g,TfUlhHwuAHM,1000
Q-g4rSXj0A4,IrYw8RK4KH4,46
AC_DuAUTHWI,vpHwY8aIX_o,1000
Likloc0rrRg,PljcpTxEcbE,1000
r4QF7Bk8pAI,SLIi-yS_Kyk,32
zrD-0jYccK8,qceR9oavNcg,51
yWGp-qmRtLU,GHKjN8teD_o,10
WM3tDDAs-3Q,TE9PZRxaIU0,39
z0GnB5E8fKs,D1NbrUNHE_g,1000
nBP67cehL_M,fMtV1QyDDw0,28
Fo4S0dR9BpA,1zor6nqwTd4,55
7CweRaohyVQ,KjnjWkaKN90,8
AOI5y_0JXVc,u1zLBFIYF8A,15
3cSjRviK0yI,CQpP3NYGe_k,36
giWRYwNmlv8,uscYzUsqsm4,2
lsbcVYxVuWI,J5MdBpaNbO0,3
F5B7Rve8OJk,Ga44xhQz2zU,36
-BFAu1FiKug,kt_dkgky4jg,25
05u6BNW35Rc,bkbkesdBTbk,1000
1fCFkAVIBVE,gvcwD7w_78c,1000
XSaQ1KGMx_g,ypr-gwhe_bw,23
8fmnb_TAbJk,1BaiSeh0F0Q,21
xgP92D_jusk,hqkGGpfkfsg,3
VKvPDZe0ToY,uzX33IwmJhw,4
k1A3bsBSjcQ,A1KqXwdLrec,17
cYJ0WU2-W8o,xBI-1yUJV1E,4
Ik0FEATN5OM,i9zw21vgFYw,53
wtX75weqQO8,44_rbYHrg7g,37
yR5J_d3CSNc,l-FaVVtjItg,6
ID-tZdE7dEE,HjGFl32hKGw,1000
jEXyTJdd154,Yty53q6BtPQ,1000
OmQ3s-gfa04,qqW-BZeWXEQ,1000
VQ8kBsfaxNM,q7luSLqwMrw,6
QnPRVx2NQ8Y,WRVrgIaDHkQ,2
AZ4Sl51BOZA,KNJyyNlXQaQ,35
rkiXaJ0W5to,AwpWx2xdks0,1000
679oczJmaCA,qo1TMtljr-0,47
4p0yHPeaIvE,NJrNp4Hfb1M,2
5-dn0ro2mqw,7H0-FMH4prE,1000
XeN2F9SlV0g,Akx5vGqIP8M,38
wwmr25dMKyA,OpLBSk_jRmQ,19
giX2-ywU9Rg,hFtc2iAce5g,44
fGf9yi8V5Dk,mz0ONAp_Z88,26
VR0yPP_nmbU,Gej7VmY-IHw,49
dW6_PnBg9BY,7EmIg5OrsmU,43
q3F2X2yf9l4,YB8WCCscONU,26
adFeBGA5Dd8,F2orYn0uYkE,1000
NPmyXIBt7tQ,kL1xv05Z4EA,4
LiN--cP3qqE,s0iUzFpfUvc,47
3LPseigyocg,flWhrqSMAow,5
q-Z1ZQyiKbQ,x0mfPMrd79A,21
W3bf801GjqA,Zr9RlMhco8s,1000
mnos2dNVTQg,YDwnkG0pHuY,46
eU0PZyn0nzY,issvmcwBNok,9
Lf1gFsEnYiQ,lYEat2Q5D8k,44
sixZw_oHBCw,IPyAQObDdjU,35
JRogJLNq4QI,vxJtS3MC-7Y,7
ETVVquxpXA4,d9vUCj72ICw,1000
lr5W1DpJIcE,jXtJLazhRZg,4
F_TA_XJSaiQ,at07zlGo1Ao,46
sh5peHbgrgE,RqXhIneNnEs,2
qw8UjMNy7h8,Uiui4haTCqM,5
H36zDbMiH1U,inTGnO3Kc2Q,1000
KyTju6EOG_I,CQpP3NYGe_k,31
IV9RUu0Bjrw,RAEWwsHqkiw,29
R5uDtx4fdHM,ikgfvYPvvLY,48
iYcqSf6BZfc,gc2CbuQ0bGo,9
FOJRaQsoO3c,2nd3IUylrr0,1000
hJYO188-Tog,6gqe7LlObLE,36
2PY2sKGcGLg,gmHcy0WgSWk,27
awGD_ed96U4,xnPRYmnT-UQ,9
zYcqcwIkyU8,ecCaChatSLo,1000
WJncnHokKU0,_Qu0IwQiftc,59
D7v_V8qSIIo,4qw7ezm2IA8,12
SUbryU_XfX0,JApxcXFvWFE,33
9aK4RYeBits,cAOFPSY4H20,8
TF_--Mz-Zu8,QzRCu4EJDeI,33
gzveT0UL3Dc,iKinzbJwA_0,36
OzP2GFCVHaU,5W9seBYJpTI,1000
btDudDSJkro,WUACDX9joI8,7
PJE7Uzy8qTM,JpismSuGQcM,22
9BFMTyApsOw,lZeOruqiQQ0,3
g2SawLLLdhw,KHDrNG8UknU,5
nlJZWoBQeT8,oK8tVeYAHfI,43
GzkVSv7o3Qs,fD0vuppQ1as,7
7OhlOyCE8vU,xOhOeJY7jnU,1000
wQAyR3gtag0,2YonCCE0ZYM,20
dpx1hVz6bXU,QvuEN_uhHBw,1000
H2xQowmnOtY,ACnPsyKAOGg,1000
GHCTHH-t2hQ,JxSO6lICJaQ,27
sh3HPQucy3I,AnPOsynlu0w,40
cpmtCiYqFh0,oQO4e323lGs,1000
C26ANNX7IKM,PliQwq4L_UY,55
3BCiXNXAaWE,Sfm6KjEUpnQ,40
kyDzN885J_Y,UHgQHPSY60A,10
7boBHxNvClY,PH7J068W34Y,40
ILxamCPMJEQ,ngBhTwqKvRM,6
QmesY602b5M,pxy05njdsIU,19
_th07YE0cmQ,LpCCsPergb4,10
SWOUby2UOQU,eIUOLcG6xbE,1000
neKXc7pw4go,6_yP98CZ2jE,45
KBInGFmOToU,js7exltIw_o,43
5NWygbzmQrA,QyjoBujkhg0,2
uIOil3tNFaU,7aBjFf8Qmy4,1000
d-j8vkIGcA4,onNyA7rq4CE,1000
76Hynorizpc,EpO6U2Z1jTQ,7
tnXCJySzIuw,XdeWWvxYZqY,44
7TNfO-H2S-E,Gzit2Q9Ks2g,1000
wV3rHyDy0iQ,STHr31KgTm0,21
mMmwAKJOrOQ,7FKoSbPFmZU,58
OKU_CBeWQyY,uBLBEsByJkI,42
XSiXwV_ASuU,9nUl-3aM0r4,29
mDXYHR14X6k,kaA0VXbfSgk,9
WSUPUUuWANo,SKHWwS8syeU,1000
1raUvGNbZFg,u0WLvSbNFqc,12
xi7seLg-Mxs,u7pz2F-gUf4,36
PMp9wpT7kbg,tmwdt0A_Whg,40
ED54OKVX4pk,9oNOfHXS6ho,37
bk23AtoTzMM,oUvYXHef9Tk,41
k4ZpwLQuybA,SkjqC-f1g3c,55
jMCBbDC7j3E,3hD305XszHY,49
OLAHZrJ8U8g,kapT_NoeFKI,1000
4y7B7vLFNUE,r1HNQEQ0BHg,57
WPaqSMbTYfk,moum7hC8mY8,3
4_IbUbBO9yM,j6fAqBwa0ZY,27
lRZsZP83XpQ,QpVEoRn4wqQ,42
HSimCAfkx8Y,rqOGuwAg1SQ,44
DsT1B9ecGF8,59gKWz2Vosc,39
9CQf4zYJ2fY,oQUYB2XWISE,20
WodKbGnSdv0,rje9qPHBH_w,13
jkvyh9CAO5A,5hUXTonNZ4M,31
ecjEqsWdD4I,P_3r1QTEiJ0,34
dR8_vpCy8rs,JbleWDSvFQk,1000
q8t7iSGAKik,j77XWWp8xtI,1000
FfUZOh0_xuo,n4ugVLTUFlQ,41
CowiFyYfcH4,9o_D-M91Hhc,3
LOw_bxqi5J8,BoAsOCGbqF0,9
F7uFJiBQcUU,4LuE8W7p2jQ,6
0KkBRQwQo5k,udbmq4_NeOs,13
HzFzUBHjkvc,PEJUn0KknFQ,38
K0_4T_h2pkw,JauaEO5CFmw,57
Ti8nJYmC7W0,tB31lIuPm7E,1000
f_fk-cXI6Uw,Fo2xfOF571M,48
4fjQ3gd5Kn8,CZ9dJSJdDfA,1000
RojBCLlrZBo,8vzqspFxNe4,5
zkqb5xdHkHY,95mGK4eppmo,30
2ECN33YnmtY,TpyiZjfuDJw,32
c5bPvdBRkWY,yD79fwn-FuM,1000
snS53k8WGiU,Thp4yTII95I,45
-xFALFv2XtQ,NUyqSHgBVhw,1000
oVZrFHdoHWM,JMuN-DcPbvc,54
uZ81wjD4IFU,eSpYYn0Uy8I,13
74sW9OHvkCg,iX1eFLsP4Sw,39
PaUFsBUVLBs,CEWFxv8N6V8,9
icgZPrGHb6M,vZGJkYzfRXw,36
IHDpATai-sM,ogaTWU8VVa8,44
s0jxK_bYuJE,wPg9eOU17Q4,4
4-grN0rj-q4,62M5zDi0BZ0,1000
DhdNREZ_DAM,Eii_JDNOiLM,36
F3b8wmPWoVY,MmX3k9csflg,34
WpASfa5-V2g,lhvfZbIWzsE,23
m3qpE8WZMt8,5qrFBbt6xTA,48
J5MdBpaNbO0,YAIFSg_TU20,51
hQekqTCHh7k,n0efvBBkauA,25
hXzSXs0PMO4,xNqg6Vn39Zo,49
1Mzm3RRwDEY,1RM-oj0lQzU,20
ImgVRpPTmjU,hg7JnQjFDrE,9
s5Qvzxy8_Wk,jOvdF3KI-Pw,46
KD04aP8bxcQ,hkXvT4Mo8Bg,1000
3p4oG7orJms,8nU4XAgdMjk,8
jq4rUcmALhY,RCUvLk7rlow,58
Sa7ajj2cBvc,5YBatpHpGaw,21
vARptKnrcMU,YpvYB5HRnco,31
0D7td_JQ9KY,dTXpNcD2974,45
8Oyed-Fyoxo,lfdTFGpGPRs,1000
oZ8OyVHtbkE,gbh0OqROCPI,39
yBvSJ7SGEAE,GaSOU8L3whg,33
s-7UX1xSEfU,QUleM6nbvIw,20
Ez2hx00Z2bo,74-g5BZO5U4,27
WXk4KwCrKiM,Yu-7oJpNYKM,51
pwKb75RRJS4,QQMpaP_FB_E,2
xaqTN8rGw4A,1Y9Bm71V_l8,41
r0EaRqSkW2M,nZRB3ukK6us,41
KcEHd0nGNuo,cSvs_mHJ3so,1000
24HwbleM7vY,PP0aRKnyzpc,41
0gY5hwvRwBQ,9wVHsvLpc6w,1000
3jLX8-66PII,BOapW38fE5I,52
Hi9UfkLlCvc,59tiNGVj1cU,34
LNjPK0ayDUg,lFLjNq8Xatc,4
qUEs1BwVXGA,bybrvCzHq4Y,5
bJiIbAOYYKM,5qoyNIpdc-8,3
_F28dLMnEkE,hwLkuoC10tQ,39
SbyQXFmRDUA,fmpewefIrr0,23
KnLpf3wK7D4,isAuisCIWfQ,49
ngmG_H6ZhcU,o7nYABBLO7s,43
6wcIOKDskGs,C4kmZtGuWOY,5
5vK3M36twzk,HjGFl32hKGw,1000
nDv4dOFlnOI,P_1d--yrujU,1000
_UH7VsywKvw,qQMCJ5PYWuk,24
yln46g71x8s,neZvGLc-5z8,16
_JdJV4H3xIs,MO9BZM5NHQs,35
SDf48ZW2djk,CzFrbN9Ct9s,43
s3yY15HaCts,6hCzr9QOW4c,7
dR5CKllXQeg,nGGChOuCyJk,45
Aiwi_BovAx0,7s3JKGNihaQ,39
uKNvwiGMais,MW_-9Gsj-kg,52
-8dEBtCUluA,XXo6zh7pL-I,39
udlA-4eY5bg,issvmcwBNok,7
dKxYPRJqiq4,mZULLBYn8p8,52
Q6oyfWsWdeE,obKp_GCfFWA,12
LKzel0VJhOU,aPuB8gP_wek,15
wmRtoQKjtmw,4veUMXxBbKU,22
Zi9vyE5WXA8,yBy4h1_RF5o,31
h4OHst7FCOA,VddHTF6gUMU,49
0Y0UwH4rlSk,gNd1Ccs4JYE,9
5B_GfsSAfVc,2sFN9SLpthE,38
QvfRCwk8edg,00R3oylY9_M,1000
4mcPHaJOpQU,1lULTv7q1_g,45
V48BQ9hJB6w,N_t1jWu3e9c,1000
npIc1jsJxxE,WtMyd6_Q6vE,26
IUklrHdo49E,5DaqCoU4oG0,43
5YxFO1MBa5w,6bigsrMOFZU,5
PmR9-thD4Ag,7IwnAZMGx9U,52
nOHMLE1z24o,YrFqEOytM4w,46
JcXG4sSf3tY,OLcIrdxh31k,1000
Zsy7Bc6K1AQ,OkdLgIpDbfM,29
M2VH5bcryxg,YMavPccJDec,51
P7Bd70ujf90,ySLxMG9qphg,13
RxmYUOVMbxM,JHnA6aQGrjE,46
OuILcKruRAo,m-F6nNrfx3Q,1000
cNt29huGNoc,HJfX8FQAAEU,32
whb91jv9Gb4,lBOzWs1n8Cg,5
9TDxwNxCYRU,y87o27vh0Ds,1000
NE-Cqsk5pFY,dO37pHMWqeQ,2
vH8Hc-vkdQs,2o2fx7A_tqs,5
34TD9WULHuA,iGYuYBQQLBc,1000
BS_QpuDfCoY,2iLHbMV2Mcw,32
DNvdhhEWSgI,iC_cKHzxxjQ,58
uEPObZhg7gM,z37jVpWemoY,26
o5WXbrbDUoo,n1DChnOfx-o,1000
kIe77LZv4Io,WAvX1vjCbKQ,1000
6-yCKXl-ixA,PK-ZwiSEShA,30
J5ujXux653E,CIViWPvASQQ,37
yOImWFm1DEk,Tb73_UhkfoQ,39
aBpLlXIy45A,E0aUWWHvDKk,1000
mBKZXu7EQ1Q,dXG5CL51VEI,45
_B-41bVRusc,QotO__cJ76s,1000
LYXdqYC624Q,Oj03MsF-o1M,1000
soBmjDv22mM,VGfjK9uP1Yo,44
HU1OaCglgw0,5NPbOr9lxLA,67
zdK4ZhqqrRw,3UWhpTCIdj0,1000
wkIyXTjjJhY,G4CEA5ZUvTg,15
gzveT0UL3Dc,zGMKsxql9yk,1000
51OCa-7oDH4,5a8flCfJf5Y,7
RGKlEqTAJYA,97tcLyLYQMY,39
eVGdAEiyFKA,e_MLyHuHs4E,1000
kIGk-olPA08,b16EU3HuSYI,20
dwseah_6cVM,QjjNN8m5DgA,1000
t7A1LNrLZp4,Ykx7czlmUXU,31
Dgw9I-U7Oc0,VjP8wYBtFeA,16
EqjxuGYqxAw,D93pHY1gXqU,1000
6-fkYFV7rOY,cySbGUPEIFw,23
5gFmqrKBcKo,sYaZ8VKno44,2
hxZA85-pJQ8,jTHqqIavwbo,43
Fo87CIt0tfQ,ORlWeIrKPp0,16
w5N1xJWI_gk,06PEDJDyVaw,1000
-Q0Wmx_u9ns,kiRvS6JJRdM,33
cCA2nAJBcEc,0bMSGGhg5Bo,13
3kwoiuKBk_Q,yAgyLQXZnfU,25
7hGlEaJPhXs,Qz_nZixWX6Q,4
JuzmHt0ux5k,8GiDsUCKeIE,1000
onZ6kjIS1-s,9caqdTLzLVg,4
MmC51NvWPZY,CRA1xMsZEyo,1000
iGQIYydAT8U,ywBDHoAMkCE,50
I3gI11hvZx8,kSlB-vhp2B0,47
6RkyxNa2W9o,6FIacFp-IVc,4
sU7e0FBYuK4,lSzAG-MuBqw,7
w-R-mMBmWQA,_uzuGuO0WnI,1000
f_eVoHnlv-s,kosYs9nmDcM,34
_M70EMjlwZM,2pyaW-Ly1so,52
9Gqr5dnZCMg,xUokQcJkLSQ,20
9SVwyEC71Y8,9ow9YDLliy8,56
KKmLNW56LPA,dpBpVSLEquc,26
F1x85bVORbU,goejzPpVMCA,1000
FpvtZtXVAuk,fsdJrra3vYk,16
USgf1ecF8JE,kLK-rK3rfW8,1000
PVjnT72MQ7k,JkGiegC3oQQ,1000
rHIfiOUwGMA,QIHk1iAVbls,1000
Is-pDwoZbeg,vLZJrZpCeH4,18
iqRHr5pEIFU,-vIDdtztGVM,22
ZTq6NyY3svk,yUMVRSUTWVk,1000
_NAbhosvBv8,wQqlluz_5Nw,24
RHi4FP20TXU,XoRV6qtJ-Ac,9
VPmpLh5tKLk,_am3XCmm1bI,54
SwMsVREbZJA,w-R-mMBmWQA,6
MnWXuAFWPlI,_9WkpmY94RQ,1000
dKGDTK2pKEo,yRbO__ZW8_w,29
r9d53fH2sFU,I1xFWWao88M,31
eJncEkrmydg,EDYlA9Bj-H4,45
PZH4zXcIIk4,Zcn91DQT9j0,6
btAt_nfTarA,UCOmNchTqeY,30
nWuP_IAiMUE,4Q1y450CthA,1000
Q-g4rSXj0A4,aiIude_IlRQ,1000
4Q6wg2ai2go,9toHUnG4VeM,9
Y9NYttlrXU8,l5rgM414j5Y,1000
8CWOhCEILCU,KjBVbd_CqiM,17
zJBy3DLaqaY,mqdJz83jPY4,1000
O_8MsX0Roh4,BWdel5Kmm3M,61
-Y7IN5SpR5A,FqTPChk-9NA,6
j146sRdmFYM,nM_FbfcNWaY,14
ssYe2WBsF4U,9EblNzjHk48,8
fHdOTLfbExs,cIwYs7mnaCI,62
jOwDL0T9RaY,G55YuhXiyMU,7
kG1mtpKGT74,BhDLo4bZZQ4,10
Xfu344kKdlQ,xzaQr0Zt3NQ,10
37dOquBeQ4w,HkqirE_Q5Hk,1000
Lr_ZVgYLAqs,tX77f9SfnuU,1000
rxaQleXP_80,OeEL6BEOWKE,19
vpRBQT75yP0,TP6DTGlkg-w,1000
qR8WRLrO2aQ,bT_kQbAFFfs,42
2BVgnJeIsXk,I5mRtaBFbRI,8
qTIQJM4EJ_A,rn0xb8FMaOs,35
r1DhXa0xW1k,oyYN-rkCUzc,7
KDYYwcLCJ2A,WKYj3RVoUmY,45
QMYvyJhXpRg,YNL-6xS-HfA,21
R7xPMku8Rjs,YxiRxlRtZAY,42
56W_HArJRq4,4p0yHPeaIvE,2
5Jmfix-st9U,LdhqXw9fHkM,1000
Sx3v5QaZ1C8,NTpitFXxoeA,38
l4hSAhTILFs,gSkGOVibJ0Q,41
88WV45zHvig,_BrJQRANXzM,2
yuO6yjlvXe8,eUIfRyrqwp8,8
xEy29oyAXFE,dAfwiRY-RYA,86
800TVPyA2-Y,4ESSR6R2nfI,4
M9neDaTfFDM,4kLXgUH_Hbc,33
T8s82mHIRHw,shiA0j9NTqQ,61
32jkxRjJk3U,UKP9tKd1oMw,55
XrC6AfdwKnk,rYGib0BfMAY,69
b56C68sdyq8,8hpsPf74h8s,49
cCqjENJncvA,j3XplimUs8Y,17
HEQ-XV809TE,WZ20mjoBNdk,33
eig04yc0iMc,WktpQfsYCMo,42
LhV7qbwKN0E,LIahl3OY3qw,1000
xeo-pycWkAI,8udkXwqs3tU,7
MeSXE3eAKts,kv4PGQZu5_g,1000
xsPCk4YStsI,Ns8b_g8LYA8,1000
0fUPjtA071w,IzPf2tywRQo,1000
68pD3V8nuvQ,87BKJzxeJPY,8
yWF04gC1PTs,3vYnLm6xphc,1000
ek0OAXmer38,29qOT4JozSw,2
ai1tvJLQ1Qw,rq2bWARyGWo,37
_Bxac1S2ZAY,CuYF0onYC9k,1000
v8HnfToI094,7lnPxa6k594,1000
LF6j2Q2BQJc,zc-1UMus5nA,31
oioWHDFTGpQ,sJCaRhPdtko,1000
q5YX9xeM_D0,LLATeYcIFM4,25
aO25GSsN6Qo,5joUsXJ__WI,1000
rIak2YWXbno,SU6c16eUT_4,1000
Z2JSVAoeQec,vOdAXIU1ALU,23
dYiie2_7kTE,tJ2aFbo03bo,2
8j1j4tbr1y4,vXJUmPy2LkI,12
0bTN5pCXJxI,il5UULeXoKc,21
64TX7PGsmiQ,oz8ehERpKhI,10
putZXpF72PM,0psOnVt8eNQ,51
V2f4WK4dOQI,sZoOt71z8IQ,1000
uIYaFfZ9giE,6_blxTE1tKQ,12
uuuApoPa9r0,TZacb9Towkk,11
p22T3ZypQtA,Omc9o1QFEdA,3
rwO58lf6Xqg,frOEhoB2YjA,1000
ZEvSVV94g9E,UFaHWRgnj_4,1000
lh5mH3n3Ro8,edXWqUyjZxQ,1000
lA3JBgdOFfc,pUyB7CjNdUc,56
e2ujgCKQvzQ,leQYLJ7b2ao,3
siflXuypUIc,2OtBk96QgCE,33
Ed7Lqsk5qQ4,0Xxrq0CVl4s,37
K41d7fHF7Sk,9cxSItRsozs,18
_CNXrojSGII,VJOnV_k8eF0,50
Mv_xfnCng3I,9tR0-w3zpjU,50
fPiEnLV4130,O571OTMnIpc,38
RzQVGdPyjYA,TI8Gz3xMhCw,4
87BKJzxeJPY,WsvtTxkhBXw,22
jH26XfCPg_Y,uTZ77p-WoOI,39
bCt2I5uQKNg,eyeIUDjNPZo,3
uuwNk0cq5Rg,Fx7IQwfuwow,33
Sa7ajj2cBvc,6b9T2EPLhdI,35
HVZsSQZ010A,HMJzFcvB5NM,35
xepmUlTe8jw,_QzdisVTcGY,1000
0uzpJKnleAc,cHaYk77cA-A,1000
HhbVsY1nXA4,oGaAsuZLprU,49
PzYZe7g7JsU,BzW-nGM5AzE,25
KYibyeIRznk,e4TwGY4IUzg,22
D5-dZ5rQj9M,irDXvHb-rfk,29
